status,path,stock_sha256,candidate_sha256
changed,classes/com/lge/camera/app/shotMode/timelapse/TimelapseEncoder.smali,CEB4995FE0E71CABDCA71D3C808D2BF36B3EAAE7C981F714F876580A8AEAF1EB,DD0DA0D05E9F1EECC43986E9C98B65539FBF9D2B5AD9ADFBEB703F14CB746D2D
changed,classes/com/lge/camera/app/swivel/SwivelGLViewGrp.smali,9CACC3B4838544B176C59F0115F06744A7E8949646F25C7C4F4FB47460980E3B,A56EC16B847FDEA49D1706EA2ED3459A373C50AD18451D5D384E770A9A5BDCB3
changed,classes/com/lge/camera/app/swivel/SwivelUiPresentation.smali,0F3F8E08070256CEEC41F57EE8765156527F74F7F91D8637C80DE9565BD01EE4,5D2591D1DF4A8DD3B4EDAAE9A6A6466D98A72EE4B6A334C8730DBCBF7DF2514E
changed,classes/com/lge/camera/components/OnScreenHint.smali,FB4ABF86CD6EF53CC8D45004396838C96714BA10A1D1CA0CD3B84E842E094A3E,CF9375246C18DC2DE938B0CED686E744FF9DA67CE742F62750D8CC5E304CADCA
changed,classes/com/lge/camera/constants/CameraConstantsEx.smali,47FE2EF3D0438AD828C7EF093C8680AED79C757C4714243F8C98AA6C6242884F,8E03DA302249252D930CD34672FF908F1071C285A046EA35D3790385F3CD6B07
changed,classes/com/lge/camera/constants/ConfigurationManualUtil.smali,18981C222C3893ABB0C62A53CF4CE355442BCC98E2BBB0113D2E9BD72D1F1649,BFA75FD0E37DB0DA8043363826E26A515FA199A3BDB9C42D562B3701CF7D423F
changed,classes/com/lge/camera/constants/ConfigurationParsingUtil.smali,DBC8C818E284938CDEC6274C23DFFCD79FE7576083F6B736D38279FD18D9F2D0,A1C340A02B5239DE706249B23B288F0BF4C9CFCF0AAB393DB83B785AEE086A7C
changed,classes/com/lge/camera/constants/ConfigurationResolutionUtilBase.smali,427229C4DF609FA51E40F882C58AAE6866CC715677D956FD574D55C6CDE74A08,D9781EB46ECA5B6C56298D72DE33C8657030E078715A6CC93545A7E204E1F878
changed,classes/com/lge/camera/constants/ConfigurationUtil.smali,0BA7B19DC03A554B349AF84EB4653C43D23F3C88B4365531D6B67B21C634DCFE,8AAB5A7D29CA4359E2889D7E353CDB5F74FDB42E28175584FF8877F8F05C82DC
changed,classes/com/lge/camera/constants/FunctionProperties.smali,F47005CE1FF4CCE2F2D29A50635CA97B6AC46C6081113A45702377AA92CEBDBB,8D0CEA6E4D374C62C1AD51BEFB83B6515EF201A55E8BA2C35AFE1A0B5CFB3291
changed,classes/com/lge/camera/constants/MultimediaProperties.smali,BC081349F57052B7F01CC89FF35D53E05C185ABEA6CFED26D71F9C1DC2B513F0,E5AC7233B3EBBAEF3B4E4327114FE50AA02277CEF43437A048F22E2E319D791D
changed,classes/com/lge/camera/device/CamCtx.smali,4453CC58C46D4B7CD529CD59941E2A2E74F2F1CB313F17D38A4D3BB790EF019C,A2F279F172D82961730E41D3A89003DFCC171C7F0B9916FC1514F30ED57BBD2D
changed,classes/com/lge/camera/device/angle/CameraIdProperties.smali,BFF51F9406E76421C00088DAE8308FD98C922FF18DF18D8EE8185E76C2D0907B,F511682545C3249F77C7A13EAA2E502BF2B0FC632382CCF22B55EE09C451FFA9
changed,classes/com/lge/camera/device/angle/OpticCameraMgr.smali,0CBF1C835621AF1DF1C03607BA065F8D398A68DAE061DE95526A06B176CEF4B3,508232B874B74B11BA022F11C15532EDE2DD8AF5F51D72D1C7A2E7D4E868F279
changed,classes/com/lge/camera/device/angle/ZoomMgr.smali,921C0F66490768E2C98192246928AC3D43AF0F3E2386E165BE669AA1384DDA08,3763D7FD4AF526A3FE55427A4525AA6B06A61233042F003D66F6C483558CA8CB
changed,classes/com/lge/camera/device/api2/BuilderSet.smali,F0CE650EF9A458B4BC2FA018F8668066A0285BD9FA120F1A9EEDD9EC5E3FF690,AA7BAA529FBD7A9CCE6C2E0CF6A3ED76869E006C234137F56DB948BCBBCFFEFA
changed,classes/com/lge/camera/device/api2/CameraOperationMode.smali,5BF548AC380DED73A1B68D9C527470B8833C4AAB4C0B7CD64CF3FD592F2DF150,9D530E94696637750DBA0DC7E1A1E5ACE8B453109291064EDFC26024ADDA01C4
changed,classes/com/lge/camera/device/api2/CameraOps.smali,1407B73F67AA70395F1C0725EB5BF63B60558D1032FD2C7F105F29E2ECCEFA54,3A2F479A54AF3059F613A80141413859D323E1FA51CB03816A08F2FADFDF8D41
changed,classes/com/lge/camera/device/api2/StatManager.smali,C4558AFECEE83646EC77FF252AB07F92630AB59B105E6224D96679DAF70FC39E,A1B4820C89615D3B2F5366043140967C6EAADF324A44D4D3FDA2D9555639E7CA
changed,classes2/com/lge/camera/device/focus/FocusFace.smali,47D6CA0A545105B6ED9F57D95E724D42B05EA4D680C70F2AE82EE699213DA8CC,A0E8581D4A51DB72A28695D6CB8CAD194B88D33EB966DDBCC026A96ADA45DFE2
changed,classes2/com/lge/camera/device/manual/ManualAudioViewMgr.smali,AAF69A7AB806ADEC642077D4A7C365ADEA8A92497D83D9A81956CF63F6A95E9B,4E95B4CB449C7D19EE25E196A7C758C5A00B7C63E1C70C205DB70DE3A3A28154
changed,classes2/com/lge/camera/dialog/initGuide/InitGuideMgr.smali,69375FFEFFAA9DBECFB353798E7864BB6993C4F3DF851F17DDEA1FD7A08590EB,6B5DBB0B75E1BEE49A1444FBF57606B77F0E7FA7E6B16FD7DC8E121E45FF822F
changed,classes2/com/lge/camera/file/PhoneStorageMgr.smali,BCEE55CC635117D92794B800420D0BB949E85F0C524B835E898D1BFA443D1D4E,F0A98453AA385F261882A1B8AE7A214F55ED7467ECBF41F3D781FC5EA9DBC936
changed,classes2/com/lge/camera/file/heifwriter/HeifEncoder$SurfaceEOSTracker.smali,3D767348F96CDA8D90ACE9A5388C1A939C57C43F8C781EFD488DC18F17FFF929,A0292D9A2C4B6EF36FA7E38FC41D34C8A4064E5E8BBFAC848F9F496A43429F6F
changed,classes2/com/lge/camera/gl/component/drum/GLDrumUI.smali,A95B7FEB2D2CF409061EEF6AFC634A91B8F61AA68DDD720A07F9A1407EA46AA9,0AD852808CAE78BCAD83042CC8D5F6050977D624D224CD59DAB2695844407A52
changed,classes2/com/lge/camera/gl/component/focus/GLFocusResizable.smali,16134EC0EE77642E2775B6025E55CE150BBFB22B69D2FA2DD50F6FF70ED30B0A,D5F1C42F0DD2FBAF710DC81D276A6710285CDA40266199BEBE2CFFEA1E70F309
changed,classes2/com/lge/camera/gl/glbase/GLPosParam.smali,15499132C6D7B2CF29E887281AC2DC8FAE00766960CC063C81D2228C2E95E9DB,6510CB9D0E30EE6F049F11D9D5D8839042A82B1C2CF50A7D2327BECB32174502
changed,classes2/com/lge/camera/gl/utils/lottie/LottieConsts.smali,0975DCCAF724CC1CA5B60461CC6EDD0696E3F92D8820CA0DC628C715E9F269E3,4538C8D33A0388E5616D16FE17E068FCA9BC30213AA666D491CFC990B3176584
changed,classes2/com/lge/camera/settings/ModePrefMaker.smali,4EDFAE3F034BD5CFF0D6D711220DF91A1F1BA4CE143000A3D895FEA5D2FF5745,5E477A2CD90738969D269147645B93C824079506109777560BCCC7AF9DD76007
changed,classes2/com/lge/camera/settings/SettingActivity.smali,EECF2BCF3B4BA031392343F4D6F55763AF66DB40B8B8318520D4F605286D90F7,A195BE8796A74C5938F24407A17E6396AFF7950A6C61296878A5581A4F5012CC
changed,classes2/com/lge/camera/settings/SettingCtx.smali,62E0CEC058E8F4B50087E6C7112C5721178DF628E084C06F727826E7D40BF959,446AE197B62C0870CE76E3947F98ADA4938C5CB3221BE61926C139AA3A9C0F59
changed,classes2/com/lge/camera/settings/SettingRecyclerAdapter.smali,A104233679230574B65618333DBE44B5AB1F8F1F9CFC20A90690721E9783B5B6,6ACBA300E3E1C638B781BE6E2043ACC8B5D2EC227A1D68D7500E375E6038799E
changed,classes2/com/lge/camera/state/InstanceMgr.smali,12660E8765D88059D623281641CD8097122BA9D4128097FD22B0D798109C3930,68A527CEE4D37FBAAF72166143DFD11AF440035023CC315D38DA13AECB7E76D7
changed,classes2/com/lge/camera/systeminput/MediaMountStateReceiver.smali,E5B8B52ACC6AF32A38C3C89397950FC488890AACBEB71C15952341E802C5478C,54AE0872E10C0BAA6F51B87B1C3C2C6D2929D8807618C6E5D49BC0B1D05AA0CC
changed,classes2/com/lge/camera/ui/filter/FilterMgr.smali,BB1AB8B36B66552183E05509421725993F821DF849F4613C01CF099C6C7B9760,D41533CC8CF89801365D6FDCBD4FE2E3D24427CFD99C54C56F26623BC16F2E6F
changed,classes2/com/lge/camera/ui/qfl/QFLBtns.smali,69894CAA65D0251168BEE87D1E69EB56A4685FF2E2A96D5EF234027DDCE0F3B1,703C2D5F30385E14D34928D6F4113E223EB2CB59A5651D4E7FF960F4ECCB26C8
changed,classes2/com/lge/camera/util/AppControlUtil.smali,0321F71D8FD9EF9C5EF0B8375A3876F3550E1125CCD20E65648359B81691FEC9,D244387CF949A69174B972708B0794BEEA46FDC7B896A14779AA65D6BAF2224C
changed,classes2/com/lge/camera/util/AppControlUtilBase.smali,FFB496E8CFCE41A5707DC98244C3DE91153D3031363BB17F27EDADDF5EB78FE3,3D837BCCA52398B122321EC30BDCFF03F13561914654ED17269DB8285B0A3F35
changed,classes2/com/lge/camera/util/AudioUtil.smali,8754A3FBF6DA12A83ACF4F9390442EC453EC93B62CBDD27E0251A8C74C9D020D,A4B5864D93A87EB7CF0A5644D2054A7309AC21DFEB885927EF595AF19911083B
changed,classes2/com/lge/camera/util/BeautyPlusUtil.smali,00F792023DB23CFC5DEC4E88AC1A40BADC8607BD896A3CF5EE96A3FC1FE580B1,E3FA165C8EE25CBE5CABFC43952E74340094FC779F597D261373BE627C6FC36D
changed,classes2/com/lge/camera/util/CamLog.smali,6D7E68B1F1D757313927899DBB9A39E8094BE10BBA499742439DFC51F3D1E3D2,F77D798661CCF46DF386EC7679DB5AEF5CBE7E8D33F6628761E5FCEC5BD4A1A1
changed,classes2/com/lge/camera/util/CheckStatusManager.smali,153F94B070A29C645551906EAD905A6BE4E4E3A1958E2D94A309AE7C974C9946,78E0353D0EF82CAA49ECFC96FE1246A4D9F6ED2DC3A799C3266CDE7B74930B81
changed,classes2/com/lge/camera/util/ContentUriUtils.smali,FC505BE3631E8656BF14271A1EDF99E57B526C56F21837263FD669BAECEB7485,A0A761DD8774C486A13BBC4DAF3F85D0CC226D262CD36C1468075E96AC98E36F
changed,classes2/com/lge/camera/util/IntentBroadcastUtil.smali,543D7C30AC662CD87A9A6CEC4E86AF45CE26168127D7A0A685DE36836717AC0B,824839B847DC1C3342D33ABF09F4CC3344D2929EAC869D2DF55E150AF1AEE0E0
changed,classes2/com/lge/camera/util/MDMUtil.smali,73DBE5DCEBCB41399023EFEEBAB3684420C4F26828134F208EB9D0B5A20506BF,D2B8A307C449D1DE9103E8070AB9E67220685E013C1E234FE76B9A036CE89AC7
changed,classes2/com/lge/camera/util/MemoryUtils.smali,009B60575551D2D898996456F3A79CFDA17F16D64F7868F9AAE4DED05224378A,01A2126E5D9750435713AD8F9B58AFCA0B846C8965814342ECA0E248A8CE5839
changed,classes2/com/lge/camera/util/ModeUtil.smali,C4370EED6204F7CFA539A0B2C685901FF030D9F034C568262A6BFA6BE56BD306,A03D7B7A2A343F8FFFDEA671610B8E79357DE483EA52A1071177D55ECF9C0B73
changed,classes2/com/lge/camera/util/QuickWindowUtils.smali,430933994C18A6B459124FCCAF71E90BF2D34D0E3D8F7332E41745F36D3F4E01,77E4D833247435BFD237E59AD53ADD6474625CF67E3C4348C787D46745CD6C99
changed,classes2/com/lge/camera/util/SecureImageUtil.smali,DE6FC1871F5349D109BD41171CBDAF6A572EF372EA82D7A60C45EB4CA6587469,8172514BA673847001353E1BB10A5B5EB6C0F4BADF6DD20313137DCC9AF7B4B7
changed,classes2/com/lge/camera/util/SharedPreferenceUtil.smali,21E4F680C158220AE3A86DDA054B0094E95D1E55C20D3F8DBAECDC8FDB35E6C5,1E62783D98E17F5745C6C2410115E1E695BC7E881F51118D94C3EEFB3DA6C16B
changed,classes2/com/lge/camera/util/TalkBackUtil.smali,02134B6056CB907B0FC3C9531C4FC4B88A8ED34DB74BC2D9B7834226E9285E12,B73926D7B0FF0D1ABA811FA87179336843066CD3ABAC9E2AB3F431F4717B93EA
changed,classes2/com/lge/camera/util/Utils.smali,AE3000B6C46D0E9DF14A9EA0A3E5E1EDFA5BBBFC783200E19EE967975EAA857B,480D375023D54FB00DB07590064FA4A5E69D2514DB240BE283F2B29D396E654B
changed,classes2/com/lge/camera/util/ViewUtil.smali,474F6FC5B65C9A3C3EDA4B55E9623B7D372FBB530C6AF6ED4538C9266163C489,4EC934192DA0D300F571962C5D52FD89411708EB6AEB0666065AC2099C5E6D9B
changed,classes2/com/lge/camera/util/ldb/LdbUtil.smali,18298FD028062CA88BEC71BB3FDECC83916666244C3B8F3A45BB6DFE048202CF,882003787328AAFAD37DFF5865921F31F826FADB10308D447536EB73B8B901A2
changed,classes2/com/lge/camerasolution/manager/CSLog.smali,52C77804514CABCE63203A49D81F57275C31BA78997A3197C5138543009E230B,74474918578867C7C6652396BD458F0AFFE16A0F7735FD83CF6785229DB60AB4
changed,classes2/com/lge/lgdynamicactionbar/AppBarLayout.smali,662E32AED3C6F64B497C97D09B04F97538C1B850963C117E23837091C657E709,7B0FA10EB76252891C257E449CDF0CE2A1E908AF8CDC2BC0B9B7C709A280EB8B
changed,classes2/cs.smali,73F7020F2C635077C41BDF9397D1C64AA17A5B79F32E1B5987263AB40F7CECE9,15A7AB46080F71FD4073683F5466DEC5BD22AF8F2366D5315F95987D16D74AA9
added,classes3/com/lge/app/permission/DefaultUiProvider.smali,,99246BCADAED9330446BC853C40777798311705E93629FE2AE3791E042F4EFF6
added,classes3/com/lge/app/permission/GuideUiProvider.smali,,38921F85300B7F5EA339D6AF8E80A60DB7BAF8F5564E7181BC341491AAED6663
added,classes3/com/lge/app/permission/RequestPermissionsHelper.smali,,0847AA2553C65FE61AAC10A8D0AAFED44F7389BA918EE71FEB69C5DAE36D736E
added,classes3/com/lge/camera/util/SurfaceUsageShim.smali,,D6E4CAEBF4F3CAC70ACE23B4B0548EA1ED060C530C7214C39DE59254F3468DD5
added,classes3/com/lge/display/DisplayManagerHelper$CoverDisplayCallback.smali,,EF9124CBCDC316286554E34674632F9E70F06FD43AB819E34D6D5010C87F9C18
added,classes3/com/lge/display/DisplayManagerHelper$SmartCoverCallback.smali,,CCB03910CE327AE82A8DAAAD58555147D43BB883AEC2B787C21D5401F4FBAA43
added,classes3/com/lge/display/DisplayManagerHelper$SwivelStateCallback.smali,,8F358C4D4E3BBF1DE162B72F2D4CC820A65FE8F6EFAC441B3765F6E68163A3D0
added,classes3/com/lge/display/DisplayManagerHelper.smali,,3398C51F98A423D329DC38EC8E5E9DE7D99CE0AD08CE9B70A8AD206F4050631C
added,classes3/com/lge/media/CamcorderProfileEx.smali,,86566720C8E12200509B8B92C09C78B79440F32A398AB1941AA29F3A5F62A0BB
added,classes3/com/lge/sysprop/ExportedVendorProperties.smali,,B10C6F0FD402B14ED701B76850F2634C9AE4C83A7D9599D0F27AE8A0FD313B79
